# effective area (deg^2), effective volume (Mpc/h)^3: 1838.8730140161808 53674436.18509478
# zcen,zlow,zhigh,nbar,wfkp,shell_vol,total weighted gals
0.005 0.0 0.01 0.00020558148614182404 0.4931191556659562 4995.717495292908 1.027027027027027
0.015 0.01 0.02 6.15500752545799e-05 0.7646719268015117 34689.62928139706 2.1351492928234674
0.025 0.02 0.03 1.1352682760653001e-05 0.9462855989696171 93307.3318335619 1.0592885375494072
0.035 0.03 0.04 1.219939720936344e-05 0.9425097461642312 180011.06769031525 2.196026516835765
0.045 0.04 0.05 0.0 1.0 293966.42049195 0.0
0.055 0.05 0.06 0.0 1.0 434343.08881242096 0.0
0.065 0.06 0.07 0.0 1.0 600315.632377701 0.0
0.075 0.07 0.08 0.0 1.0 791064.189677134 0.0
0.085 0.08 0.09 1.083031030179181e-06 0.9946140108161756 1005775.1661145851 1.0892857142857162
0.095 0.09 0.1 2.538906932721591e-06 0.9874645964512637 1243641.8919837044 3.157491021380423
0.105 0.1 0.11 6.649531932525176e-07 0.9966862514720639 1503865.2496856987 1.0
0.115 0.11 0.12 0.0 1.0 1785654.269738312 0.0
0.125 0.12 0.13 1.503614105051534e-06 0.9925380290982391 2088226.695249918 3.139887113522928
0.135 0.13 0.14 1.3056443822113424e-06 0.9935141193570689 2410809.514653619 3.1476598993891507
0.145 0.14 0.15 1.1326569504666964e-06 0.9943686074273576 2752639.462611624 3.1177962194559683
0.155 0.15 0.16 6.785728859044202e-07 0.9966186081745249 3112963.489109547 2.1123726185201583
0.165 0.16 0.17 1.5044207363685527e-06 0.9925340559235829 3491039.196864344 5.2519917592381375
0.175 0.17 0.18 4.063698461685821e-06 0.9800861275556622 3886135.247267564 15.792081826224248
0.185 0.18 0.19 2.2124544465796955e-06 0.98905876271254 4297531.735176282 9.508093196808119
0.195 0.19 0.2 3.1040253739167225e-06 0.9847170662019022 4724520.299505175 14.665030889248698
0.205 0.2 0.21 3.2633839561132367e-06 0.9839450475899888 5166405.47754116 16.859964746183365
0.215 0.21 0.22 4.087653536733767e-06 0.9799710885695591 5622503.104167789 22.982844699048044
0.225 0.22 0.23 3.8095008160797635e-06 0.9813085219245128 6092142.291456858 23.20802103097894
0.235 0.23 0.24 5.118693319802148e-06 0.9750452129108411 6574664.859234873 33.653693094903474
0.245 0.24 0.25 4.763612516186417e-06 0.9767360398771542 7069425.681523033 33.67600465875282
0.255 0.25 0.26 3.891454175444208e-06 0.9809140888656586 7575792.858202124 29.480850750351067
0.265 0.26 0.27 1.674161842638439e-06 0.9916986795564582 8093147.8605562905 13.54923933497426
0.275 0.27 0.28 2.321342376586445e-06 0.9885264582108908 8620885.651547302 20.012027186642797
0.285 0.28 0.29 2.069192744011166e-06 0.989759979164006 9158414.781705549 18.95052541294973
0.295 0.29 0.3 2.2719846324011876e-06 0.9887676751848252 9705157.461552536 22.04996860768108
0.305 0.3 0.31 1.8674053483112882e-06 0.9907493468542423 10260549.611480197 19.16060522109143
0.315 0.31 0.32 1.2749988316599026e-06 0.9936653889501385 10824040.890038386 13.800639488637955
0.325 0.32 0.33 7.416339495339211e-07 0.9963055299743134 11395094.701587468 8.450989088851372
0.335 0.33 0.34 1.776502428362265e-06 0.991195692228866 11973188.18427935 21.270397884610645
0.345 0.34 0.35 1.8657507427726207e-06 0.9907574675946389 12557812.17933203 23.429747401187797
0.355 0.35 0.36 2.0060180990423564e-06 0.9900695131861923 13148471.182570597 26.376071166973475
0.365 0.36 0.37 3.5915792173660385e-06 0.9823589009370005 13744683.279184468 49.36511881479743
0.375 0.37 0.38 3.965867900762934e-06 0.9805562178536044 14345980.06266547 56.89426183551001
0.385 0.38 0.39 5.688398242444496e-06 0.9723445838897554 14951906.538863098 85.05239887686321
0.395 0.39 0.4 5.220852100033692e-06 0.9745598361637792 15562021.01608733 81.24701010260799
0.405 0.4 0.41 6.252983288434816e-06 0.9696829437870951 16175894.982170632 101.14760099898956
0.415 0.41 0.42 6.9993136895199055e-06 0.9661867782807327 16793112.96938993 117.54026549630521
0.425 0.42 0.43 8.043977408541861e-06 0.9613352065811275 17413272.408119526 140.0719698596988
0.435 0.43 0.44 8.601772712125191e-06 0.9587646231367561 18035983.470067274 155.14143044916568
0.445 0.44 0.45 9.724261039520961e-06 0.9536331133493016 18660868.90192741 181.46316042662102
0.455 0.45 0.46 8.91612375199592e-06 0.957321993191008 19287563.85025853 171.97030616342795
0.465 0.46 0.47 8.224171002804822e-06 0.9605032837292745 19915715.67836508 163.79025138211546
0.475 0.47 0.48 9.263281627387016e-06 0.9557338413344718 20544983.77592783 190.3139707465166
0.485 0.48 0.49 9.060618185215663e-06 0.9566603300809697 21175039.362135045 191.85894671721826
