# redshift, dNdz, bias
6.600000000000000311e-01 3.667840112494173354e+03 1.500000000000000000e+00
6.610000000000000320e-01 3.668164959156218174e+03 1.500000000000000000e+00
6.620000000000000329e-01 3.668473042145044474e+03 1.500000000000000000e+00
6.630000000000000338e-01 3.668764407930203561e+03 1.500000000000000000e+00
6.640000000000000346e-01 3.669039102997101963e+03 1.500000000000000000e+00
6.650000000000000355e-01 3.669297173846094211e+03 1.500000000000000000e+00
6.660000000000000364e-01 3.669538666991565606e+03 1.500000000000000000e+00
6.670000000000000373e-01 3.669763628961030918e+03 1.500000000000000000e+00
6.680000000000000382e-01 3.669972106294235800e+03 1.500000000000000000e+00
6.690000000000000391e-01 3.670164145542268670e+03 1.500000000000000000e+00
6.700000000000000400e-01 3.670339793266675315e+03 1.500000000000000000e+00
6.710000000000000409e-01 3.670499096038573498e+03 1.500000000000000000e+00
6.720000000000000417e-01 3.670642100437792578e+03 1.500000000000000000e+00
6.730000000000000426e-01 3.670768853051999486e+03 1.500000000000000000e+00
6.740000000000000435e-01 3.670879400475842431e+03 1.500000000000000000e+00
6.750000000000000444e-01 3.670973789310094162e+03 1.500000000000000000e+00
6.760000000000000453e-01 3.671052066160810227e+03 1.500000000000000000e+00
6.770000000000000462e-01 3.671114277638483145e+03 1.500000000000000000e+00
6.780000000000000471e-01 3.671160470357208851e+03 1.500000000000000000e+00
6.790000000000000480e-01 3.671190690933858605e+03 1.500000000000000000e+00
6.800000000000000488e-01 3.671204985987254986e+03 1.500000000000000000e+00
6.810000000000000497e-01 3.671203402137354260e+03 1.500000000000000000e+00
6.820000000000000506e-01 3.671185986004437837e+03 1.500000000000000000e+00
6.830000000000000515e-01 3.671152784208306912e+03 1.500000000000000000e+00
6.840000000000000524e-01 3.671103843367478021e+03 1.500000000000000000e+00
6.850000000000000533e-01 3.671039210098398144e+03 1.500000000000000000e+00
6.860000000000000542e-01 3.670958931014651171e+03 1.500000000000000000e+00
6.870000000000000551e-01 3.670863052726178012e+03 1.500000000000000000e+00
6.880000000000000560e-01 3.670751621838503524e+03 1.500000000000000000e+00
6.890000000000000568e-01 3.670624684951957533e+03 1.500000000000000000e+00
6.900000000000000577e-01 3.670482288660923132e+03 1.500000000000000000e+00
6.910000000000000586e-01 3.670324479553070887e+03 1.500000000000000000e+00
6.920000000000000595e-01 3.670151304208602596e+03 1.500000000000000000e+00
6.930000000000000604e-01 3.669962809199510048e+03 1.500000000000000000e+00
6.940000000000000613e-01 3.669759041088830600e+03 1.500000000000000000e+00
6.950000000000000622e-01 3.669540046429913218e+03 1.500000000000000000e+00
6.960000000000000631e-01 3.669305871765682696e+03 1.500000000000000000e+00
6.970000000000000639e-01 3.669056563627917967e+03 1.500000000000000000e+00
6.980000000000000648e-01 3.668792168536532699e+03 1.500000000000000000e+00
6.990000000000000657e-01 3.668512732998863157e+03 1.500000000000000000e+00
7.000000000000000666e-01 3.668218303508950612e+03 1.500000000000000000e+00
7.010000000000000675e-01 3.667908926546847852e+03 1.500000000000000000e+00
7.020000000000000684e-01 3.667584648577914322e+03 1.500000000000000000e+00
7.030000000000000693e-01 3.667245516052127186e+03 1.500000000000000000e+00
7.039999999999999591e-01 3.666891575403393290e+03 1.500000000000000000e+00
7.049999999999999600e-01 3.666522873048865677e+03 1.500000000000000000e+00
7.059999999999999609e-01 3.666139455388265560e+03 1.500000000000000000e+00
7.069999999999999618e-01 3.665741368803214755e+03 1.500000000000000000e+00
7.079999999999999627e-01 3.665328659656564923e+03 1.500000000000000000e+00
7.089999999999999636e-01 3.664901374291739558e+03 1.500000000000000000e+00
7.099999999999999645e-01 3.664459559032072775e+03 1.500000000000000000e+00
7.109999999999999654e-01 3.664003260180166308e+03 1.500000000000000000e+00
7.119999999999999662e-01 3.663532524017233300e+03 1.500000000000000000e+00
7.129999999999999671e-01 3.663047396802466665e+03 1.500000000000000000e+00
7.139999999999999680e-01 3.662547924772398346e+03 1.500000000000000000e+00
7.149999999999999689e-01 3.662034154140267219e+03 1.500000000000000000e+00
7.159999999999999698e-01 3.661506131095396540e+03 1.500000000000000000e+00
7.169999999999999707e-01 3.660963901802571854e+03 1.500000000000000000e+00
7.179999999999999716e-01 3.660407512401422537e+03 1.500000000000000000e+00
7.189999999999999725e-01 3.659837009005814252e+03 1.500000000000000000e+00
7.199999999999999734e-01 3.659252437703237774e+03 1.500000000000000000e+00
7.209999999999999742e-01 3.658653844554214629e+03 1.500000000000000000e+00
7.219999999999999751e-01 3.658041275591690919e+03 1.500000000000000000e+00
7.229999999999999760e-01 3.657414776820455245e+03 1.500000000000000000e+00
7.239999999999999769e-01 3.656774394216544351e+03 1.500000000000000000e+00
7.249999999999999778e-01 3.656120173726662870e+03 1.500000000000000000e+00
7.259999999999999787e-01 3.655452161267605788e+03 1.500000000000000000e+00
7.269999999999999796e-01 3.654770402725689110e+03 1.500000000000000000e+00
7.279999999999999805e-01 3.654074943956171410e+03 1.500000000000000000e+00
7.289999999999999813e-01 3.653365830782701323e+03 1.500000000000000000e+00
7.299999999999999822e-01 3.652643108996751835e+03 1.500000000000000000e+00
7.309999999999999831e-01 3.651906824357068217e+03 1.500000000000000000e+00
7.319999999999999840e-01 3.651157022589114149e+03 1.500000000000000000e+00
7.329999999999999849e-01 3.650393749384534203e+03 1.500000000000000000e+00
7.339999999999999858e-01 3.649617050400602693e+03 1.500000000000000000e+00
7.349999999999999867e-01 3.648826971259697075e+03 1.500000000000000000e+00
7.359999999999999876e-01 3.648023557548757253e+03 1.500000000000000000e+00
7.369999999999999885e-01 3.647206854818763986e+03 1.500000000000000000e+00
7.379999999999999893e-01 3.646376908584214107e+03 1.500000000000000000e+00
7.389999999999999902e-01 3.645533764322598017e+03 1.500000000000000000e+00
7.399999999999999911e-01 3.644677467473891738e+03 1.500000000000000000e+00
7.409999999999999920e-01 3.643808063440043043e+03 1.500000000000000000e+00
7.419999999999999929e-01 3.642925597584463503e+03 1.500000000000000000e+00
7.429999999999999938e-01 3.642030115231531909e+03 1.500000000000000000e+00
7.439999999999999947e-01 3.641121661666094042e+03 1.500000000000000000e+00
7.449999999999999956e-01 3.640200282132969278e+03 1.500000000000000000e+00
7.459999999999999964e-01 3.639266021836464006e+03 1.500000000000000000e+00
7.469999999999999973e-01 3.638318925939884593e+03 1.500000000000000000e+00
7.479999999999999982e-01 3.637359039565057628e+03 1.500000000000000000e+00
7.489999999999999991e-01 3.636386407791855618e+03 1.500000000000000000e+00
7.500000000000000000e-01 3.635401075657721321e+03 1.500000000000000000e+00
7.510000000000000009e-01 3.634403088157203911e+03 1.500000000000000000e+00
7.520000000000000018e-01 3.633392490241490577e+03 1.500000000000000000e+00
7.530000000000000027e-01 3.632369326817949968e+03 1.500000000000000000e+00
7.540000000000000036e-01 3.631333642749672435e+03 1.500000000000000000e+00
7.550000000000000044e-01 3.630285482855024838e+03 1.500000000000000000e+00
7.560000000000000053e-01 3.629224891907195342e+03 1.500000000000000000e+00
7.570000000000000062e-01 3.628151914633753222e+03 1.500000000000000000e+00
7.580000000000000071e-01 3.627066595716208212e+03 1.500000000000000000e+00
7.590000000000000080e-01 3.625968979789574860e+03 1.500000000000000000e+00
7.600000000000000089e-01 3.624859111441940968e+03 1.500000000000000000e+00
7.610000000000000098e-01 3.623737035214035586e+03 1.500000000000000000e+00
7.620000000000000107e-01 3.622602795598809280e+03 1.500000000000000000e+00
7.630000000000000115e-01 3.621456437041011213e+03 1.500000000000000000e+00
7.640000000000000124e-01 3.620298003936771238e+03 1.500000000000000000e+00
7.650000000000000133e-01 3.619127540633191074e+03 1.500000000000000000e+00
7.660000000000000142e-01 3.617945091427928674e+03 1.500000000000000000e+00
7.670000000000000151e-01 3.616750700568799402e+03 1.500000000000000000e+00
7.680000000000000160e-01 3.615544412253369046e+03 1.500000000000000000e+00
7.690000000000000169e-01 3.614326270628558632e+03 1.500000000000000000e+00
7.700000000000000178e-01 3.613096319790251982e+03 1.500000000000000000e+00
7.710000000000000187e-01 3.611854603782896902e+03 1.500000000000000000e+00
7.720000000000000195e-01 3.610601166599127737e+03 1.500000000000000000e+00
7.730000000000000204e-01 3.609336052179377020e+03 1.500000000000000000e+00
7.740000000000000213e-01 3.608059304411494395e+03 1.500000000000000000e+00
7.750000000000000222e-01 3.606770967130375084e+03 1.500000000000000000e+00
7.760000000000000231e-01 3.605471084117581995e+03 1.500000000000000000e+00
7.770000000000000240e-01 3.604159699100980106e+03 1.500000000000000000e+00
7.780000000000000249e-01 3.602836855754371300e+03 1.500000000000000000e+00
7.790000000000000258e-01 3.601502597697127385e+03 1.500000000000000000e+00
7.800000000000000266e-01 3.600156968493836757e+03 1.500000000000000000e+00
7.810000000000000275e-01 3.598800011653945603e+03 1.500000000000000000e+00
7.820000000000000284e-01 3.597431770631410473e+03 1.500000000000000000e+00
7.830000000000000293e-01 3.596052288824344942e+03 1.500000000000000000e+00
7.840000000000000302e-01 3.594661609574677186e+03 1.500000000000000000e+00
7.850000000000000311e-01 3.593259776167808013e+03 1.500000000000000000e+00
7.860000000000000320e-01 3.591846831832272983e+03 1.500000000000000000e+00
7.870000000000000329e-01 3.590422819739406805e+03 1.500000000000000000e+00
7.880000000000000338e-01 3.588987783003015011e+03 1.500000000000000000e+00
7.890000000000000346e-01 3.587541764679038351e+03 1.500000000000000000e+00
7.900000000000000355e-01 3.586084807765236746e+03 1.500000000000000000e+00
7.910000000000000364e-01 3.584616955200862321e+03 1.500000000000000000e+00
7.920000000000000373e-01 3.583138249866341539e+03 1.500000000000000000e+00
7.930000000000000382e-01 3.581648734582959605e+03 1.500000000000000000e+00
7.940000000000000391e-01 3.580148452112552604e+03 1.500000000000000000e+00
7.950000000000000400e-01 3.578637445157192360e+03 1.500000000000000000e+00
7.960000000000000409e-01 3.577115756358885392e+03 1.500000000000000000e+00
7.970000000000000417e-01 3.575583428299269144e+03 1.500000000000000000e+00
7.980000000000000426e-01 3.574040503499314127e+03 1.500000000000000000e+00
7.990000000000000435e-01 3.572487024419022873e+03 1.500000000000000000e+00
8.000000000000000444e-01 3.570923033457142992e+03 1.500000000000000000e+00
8.010000000000000453e-01 3.569348572950872040e+03 1.500000000000000000e+00
8.020000000000000462e-01 3.567763685175575574e+03 1.500000000000000000e+00
8.030000000000000471e-01 3.566168412344497483e+03 1.500000000000000000e+00
8.040000000000000480e-01 3.564562796608484405e+03 1.500000000000000000e+00
8.050000000000000488e-01 3.562946880055703787e+03 1.500000000000000000e+00
8.060000000000000497e-01 3.561320704711372400e+03 1.500000000000000000e+00
8.070000000000000506e-01 3.559684312537481674e+03 1.500000000000000000e+00
8.080000000000000515e-01 3.558037745432531210e+03 1.500000000000000000e+00
8.090000000000000524e-01 3.556381045231257303e+03 1.500000000000000000e+00
8.100000000000000533e-01 3.554714253704380098e+03 1.500000000000000000e+00
8.110000000000000542e-01 3.553037412558331653e+03 1.500000000000000000e+00
8.120000000000000551e-01 3.551350563435008098e+03 1.500000000000000000e+00
8.130000000000000560e-01 3.549653747911508162e+03 1.500000000000000000e+00
8.140000000000000568e-01 3.547947007499888514e+03 1.500000000000000000e+00
8.150000000000000577e-01 3.546230383646907285e+03 1.500000000000000000e+00
8.160000000000000586e-01 3.544503917733783510e+03 1.500000000000000000e+00
8.170000000000000595e-01 3.542767651075954291e+03 1.500000000000000000e+00
8.180000000000000604e-01 3.541021624922830142e+03 1.500000000000000000e+00
8.190000000000000613e-01 3.539265880457563071e+03 1.500000000000000000e+00
8.200000000000000622e-01 3.537500458796805560e+03 1.500000000000000000e+00
8.210000000000000631e-01 3.535725400990483649e+03 1.500000000000000000e+00
8.220000000000000639e-01 3.533940748021564104e+03 1.500000000000000000e+00
8.230000000000000648e-01 3.532146540805832501e+03 1.500000000000000000e+00
8.240000000000000657e-01 3.530342820191660849e+03 1.500000000000000000e+00
8.250000000000000666e-01 3.528529626959797952e+03 1.500000000000000000e+00
8.260000000000000675e-01 3.526707001823138398e+03 1.500000000000000000e+00
8.270000000000000684e-01 3.524874985426515195e+03 1.500000000000000000e+00
8.280000000000000693e-01 3.523033618346485582e+03 1.500000000000000000e+00
8.290000000000000702e-01 3.521182941091114571e+03 1.500000000000000000e+00
8.300000000000000711e-01 3.519322994099773041e+03 1.500000000000000000e+00
8.310000000000000719e-01 3.517453817742929004e+03 1.500000000000000000e+00
8.320000000000000728e-01 3.515575452321945249e+03 1.500000000000000000e+00
8.329999999999999627e-01 3.513687938068880158e+03 1.500000000000000000e+00
8.339999999999999636e-01 3.511791315146286252e+03 1.500000000000000000e+00
8.349999999999999645e-01 3.509885623647018292e+03 1.500000000000000000e+00
8.359999999999999654e-01 3.507970903594040919e+03 1.500000000000000000e+00
8.369999999999999662e-01 3.506047194940231748e+03 1.500000000000000000e+00
8.379999999999999671e-01 3.504114537568202650e+03 1.500000000000000000e+00
8.389999999999999680e-01 3.502172971290107398e+03 1.500000000000000000e+00
8.399999999999999689e-01 3.500222535847460676e+03 1.500000000000000000e+00
8.409999999999999698e-01 3.498263270910957544e+03 1.500000000000000000e+00
8.419999999999999707e-01 3.496295216080295631e+03 1.500000000000000000e+00
8.429999999999999716e-01 3.494318410883999604e+03 1.500000000000000000e+00
8.439999999999999725e-01 3.492332894779245180e+03 1.500000000000000000e+00
8.449999999999999734e-01 3.490338707151689960e+03 1.500000000000000000e+00
8.459999999999999742e-01 3.488335887315306081e+03 1.500000000000000000e+00
8.469999999999999751e-01 3.486324474512209235e+03 1.500000000000000000e+00
8.479999999999999760e-01 3.484304507912500412e+03 1.500000000000000000e+00
8.489999999999999769e-01 3.482276026614100829e+03 1.500000000000000000e+00
8.499999999999999778e-01 3.480239069642590039e+03 1.500000000000000000e+00
8.509999999999999787e-01 3.478193675951054047e+03 1.500000000000000000e+00
8.519999999999999796e-01 3.476139884419926148e+03 1.500000000000000000e+00
8.529999999999999805e-01 3.474077733856838222e+03 1.500000000000000000e+00
8.539999999999999813e-01 3.472007262996464306e+03 1.500000000000000000e+00
8.549999999999999822e-01 3.469928510500379616e+03 1.500000000000000000e+00
8.559999999999999831e-01 3.467841514956908213e+03 1.500000000000000000e+00
8.569999999999999840e-01 3.465746314880982936e+03 1.500000000000000000e+00
8.579999999999999849e-01 3.463642948714002614e+03 1.500000000000000000e+00
8.589999999999999858e-01 3.461531454823691092e+03 1.500000000000000000e+00
8.599999999999999867e-01 3.459411871503962630e+03 1.500000000000000000e+00
8.609999999999999876e-01 3.457284236974786836e+03 1.500000000000000000e+00
8.619999999999999885e-01 3.455148589382049977e+03 1.500000000000000000e+00
8.629999999999999893e-01 3.453004966797432644e+03 1.500000000000000000e+00
8.639999999999999902e-01 3.450853407218275152e+03 1.500000000000000000e+00
8.649999999999999911e-01 3.448693948567449752e+03 1.500000000000000000e+00
8.659999999999999920e-01 3.446526628693241946e+03 1.500000000000000000e+00
8.669999999999999929e-01 3.444351485369220427e+03 1.500000000000000000e+00
8.679999999999999938e-01 3.442168556294127029e+03 1.500000000000000000e+00
8.689999999999999947e-01 3.439977879091742125e+03 1.500000000000000000e+00
8.699999999999999956e-01 3.437779491310784579e+03 1.500000000000000000e+00
8.709999999999999964e-01 3.435573430424787148e+03 1.500000000000000000e+00
8.719999999999999973e-01 3.433359733831988706e+03 1.500000000000000000e+00
8.729999999999999982e-01 3.431138438855220102e+03 1.500000000000000000e+00
8.739999999999999991e-01 3.428909582741796839e+03 1.500000000000000000e+00
8.750000000000000000e-01 3.426673202663417669e+03 1.500000000000000000e+00
8.760000000000000009e-01 3.424429335716051810e+03 1.500000000000000000e+00
8.770000000000000018e-01 3.422178018919837996e+03 1.500000000000000000e+00
8.780000000000000027e-01 3.419919289218988979e+03 1.500000000000000000e+00
8.790000000000000036e-01 3.417653183481689211e+03 1.500000000000000000e+00
8.800000000000000044e-01 3.415379738499995256e+03 1.500000000000000000e+00
8.810000000000000053e-01 3.413098990989744379e+03 1.500000000000000000e+00
8.820000000000000062e-01 3.410810977590462244e+03 1.500000000000000000e+00
8.830000000000000071e-01 3.408515734865266495e+03 1.500000000000000000e+00
8.840000000000000080e-01 3.406213299300781728e+03 1.500000000000000000e+00
8.850000000000000089e-01 3.403903707307050354e+03 1.500000000000000000e+00
8.860000000000000098e-01 3.401586995217445292e+03 1.500000000000000000e+00
8.870000000000000107e-01 3.399263199288589931e+03 1.500000000000000000e+00
8.880000000000000115e-01 3.396932355700271273e+03 1.500000000000000000e+00
8.890000000000000124e-01 3.394594500555360810e+03 1.500000000000000000e+00
8.900000000000000133e-01 3.392249669879740850e+03 1.500000000000000000e+00
8.910000000000000142e-01 3.389897899622217210e+03 1.500000000000000000e+00
8.920000000000000151e-01 3.387539225654453730e+03 1.500000000000000000e+00
8.930000000000000160e-01 3.385173683770896787e+03 1.500000000000000000e+00
8.940000000000000169e-01 3.382801309688697074e+03 1.500000000000000000e+00
8.950000000000000178e-01 3.380422139047650035e+03 1.500000000000000000e+00
8.960000000000000187e-01 3.378036207410118095e+03 1.500000000000000000e+00
8.970000000000000195e-01 3.375643550260970642e+03 1.500000000000000000e+00
8.980000000000000204e-01 3.373244203007515807e+03 1.500000000000000000e+00
8.990000000000000213e-01 3.370838200979439534e+03 1.500000000000000000e+00
9.000000000000000222e-01 3.368425579428739184e+03 1.500000000000000000e+00
9.010000000000000231e-01 3.366006373529671691e+03 1.500000000000000000e+00
9.020000000000000240e-01 3.363580618378687632e+03 1.500000000000000000e+00
9.030000000000000249e-01 3.361148348994379830e+03 1.500000000000000000e+00
9.040000000000000258e-01 3.358709600317425156e+03 1.500000000000000000e+00
9.050000000000000266e-01 3.356264407210531772e+03 1.500000000000000000e+00
9.060000000000000275e-01 3.353812804458389110e+03 1.500000000000000000e+00
9.070000000000000284e-01 3.351354826767617396e+03 1.500000000000000000e+00
9.080000000000000293e-01 3.348890508766714447e+03 1.500000000000000000e+00
9.090000000000000302e-01 3.346419885006017012e+03 1.500000000000000000e+00
9.100000000000000311e-01 3.343942989957646660e+03 1.500000000000000000e+00
9.110000000000000320e-01 3.341459858015472037e+03 1.500000000000000000e+00
9.120000000000000329e-01 3.338970523495063389e+03 1.500000000000000000e+00
9.130000000000000338e-01 3.336475020633652093e+03 1.500000000000000000e+00
9.140000000000000346e-01 3.333973383590091998e+03 1.500000000000000000e+00
9.150000000000000355e-01 3.331465646444821687e+03 1.500000000000000000e+00
9.160000000000000364e-01 3.328951843199826271e+03 1.500000000000000000e+00
9.170000000000000373e-01 3.326432007778604657e+03 1.500000000000000000e+00
9.180000000000000382e-01 3.323906174026135886e+03 1.500000000000000000e+00
9.190000000000000391e-01 3.321374375708845037e+03 1.500000000000000000e+00
9.200000000000000400e-01 3.318836646514575932e+03 1.500000000000000000e+00
9.210000000000000409e-01 3.316293020052557949e+03 1.500000000000000000e+00
9.220000000000000417e-01 3.313743529853382825e+03 1.500000000000000000e+00
9.230000000000000426e-01 3.311188209368976459e+03 1.500000000000000000e+00
9.240000000000000435e-01 3.308627091972573908e+03 1.500000000000000000e+00
9.250000000000000444e-01 3.306060210958694370e+03 1.500000000000000000e+00
9.260000000000000453e-01 3.303487599543123906e+03 1.500000000000000000e+00
9.270000000000000462e-01 3.300909290862889975e+03 1.500000000000000000e+00
9.280000000000000471e-01 3.298325317976243696e+03 1.500000000000000000e+00
9.290000000000000480e-01 3.295735713862644843e+03 1.500000000000000000e+00
9.300000000000000488e-01 3.293140511422741383e+03 1.500000000000000000e+00
9.310000000000000497e-01 3.290539743478354012e+03 1.500000000000000000e+00
9.320000000000000506e-01 3.287933442772467970e+03 1.500000000000000000e+00
9.330000000000000515e-01 3.285321641969214397e+03 1.500000000000000000e+00
9.340000000000000524e-01 3.282704373653861694e+03 1.500000000000000000e+00
9.350000000000000533e-01 3.280081670332805061e+03 1.500000000000000000e+00
9.360000000000000542e-01 3.277453564433557403e+03 1.500000000000000000e+00
9.370000000000000551e-01 3.274820088304746605e+03 1.500000000000000000e+00
9.380000000000000560e-01 3.272181274216103247e+03 1.500000000000000000e+00
9.390000000000000568e-01 3.269537154358455155e+03 1.500000000000000000e+00
9.400000000000000577e-01 3.266887760843734213e+03 1.500000000000000000e+00
9.410000000000000586e-01 3.264233125704960912e+03 1.500000000000000000e+00
9.420000000000000595e-01 3.261573280896253891e+03 1.500000000000000000e+00
9.430000000000000604e-01 3.258908258292823575e+03 1.500000000000000000e+00
9.440000000000000613e-01 3.256238089690975357e+03 1.500000000000000000e+00
9.450000000000000622e-01 3.253562806808114146e+03 1.500000000000000000e+00
9.460000000000000631e-01 3.250882441282747095e+03 1.500000000000000000e+00
9.470000000000000639e-01 3.248197024674488603e+03 1.500000000000000000e+00
9.480000000000000648e-01 3.245506588464065317e+03 1.500000000000000000e+00
9.490000000000000657e-01 3.242811164053327957e+03 1.500000000000000000e+00
9.500000000000000666e-01 3.240110782765252225e+03 1.500000000000000000e+00
9.510000000000000675e-01 3.237405475843959721e+03 1.500000000000000000e+00
9.520000000000000684e-01 3.234695274454716127e+03 1.500000000000000000e+00
9.530000000000000693e-01 3.231980209683954854e+03 1.500000000000000000e+00
9.540000000000000702e-01 3.229260312539282040e+03 1.500000000000000000e+00
9.550000000000000711e-01 3.226535613949495200e+03 1.500000000000000000e+00
9.560000000000000719e-01 3.223806144764599139e+03 1.500000000000000000e+00
9.570000000000000728e-01 3.221071935755820505e+03 1.500000000000000000e+00
9.580000000000000737e-01 3.218333017615624158e+03 1.500000000000000000e+00
9.590000000000000746e-01 3.215589420957735911e+03 1.500000000000000000e+00
9.599999999999999645e-01 3.212841176317162081e+03 1.500000000000000000e+00
9.609999999999999654e-01 3.210088314150207680e+03 1.500000000000000000e+00
9.619999999999999662e-01 3.207330864834499607e+03 1.500000000000000000e+00
9.629999999999999671e-01 3.204568858669008932e+03 1.500000000000000000e+00
9.639999999999999680e-01 3.201802325874080452e+03 1.500000000000000000e+00
9.649999999999999689e-01 3.199031296591450882e+03 1.500000000000000000e+00
9.659999999999999698e-01 3.196255800884278869e+03 1.500000000000000000e+00
9.669999999999999707e-01 3.193475868737172277e+03 1.500000000000000000e+00
9.679999999999999716e-01 3.190691530056215015e+03 1.500000000000000000e+00
9.689999999999999725e-01 3.187902814668997962e+03 1.500000000000000000e+00
9.699999999999999734e-01 3.185109752324649435e+03 1.500000000000000000e+00
9.709999999999999742e-01 3.182312372693866109e+03 1.500000000000000000e+00
9.719999999999999751e-01 3.179510705368943491e+03 1.500000000000000000e+00
9.729999999999999760e-01 3.176704779863813201e+03 1.500000000000000000e+00
9.739999999999999769e-01 3.173894625614076631e+03 1.500000000000000000e+00
9.749999999999999778e-01 3.171080271977034045e+03 1.500000000000000000e+00
9.759999999999999787e-01 3.168261748231732327e+03 1.500000000000000000e+00
9.769999999999999796e-01 3.165439083578990903e+03 1.500000000000000000e+00
9.779999999999999805e-01 3.162612307141448582e+03 1.500000000000000000e+00
9.789999999999999813e-01 3.159781447963596747e+03 1.500000000000000000e+00
9.799999999999999822e-01 3.156946535011823471e+03 1.500000000000000000e+00
9.809999999999999831e-01 3.154107597174449893e+03 1.500000000000000000e+00
9.819999999999999840e-01 3.151264663261781607e+03 1.500000000000000000e+00
9.829999999999999849e-01 3.148417762006138219e+03 1.500000000000000000e+00
9.839999999999999858e-01 3.145566922061910191e+03 1.500000000000000000e+00
9.849999999999999867e-01 3.142712172005593857e+03 1.500000000000000000e+00
9.859999999999999876e-01 3.139853540335840535e+03 1.500000000000000000e+00
9.869999999999999885e-01 3.136991055473505185e+03 1.500000000000000000e+00
9.879999999999999893e-01 3.134124745761692793e+03 1.500000000000000000e+00
9.889999999999999902e-01 3.131254639465802029e+03 1.500000000000000000e+00
9.899999999999999911e-01 3.128380764773580722e+03 1.500000000000000000e+00
9.909999999999999920e-01 3.125503149795171339e+03 1.500000000000000000e+00
9.919999999999999929e-01 3.122621822563166461e+03 1.500000000000000000e+00
9.929999999999999938e-01 3.119736811032654259e+03 1.500000000000000000e+00
9.939999999999999947e-01 3.116848143081275339e+03 1.500000000000000000e+00
9.949999999999999956e-01 3.113955846509275943e+03 1.500000000000000000e+00
9.959999999999999964e-01 3.111059949039560252e+03 1.500000000000000000e+00
9.969999999999999973e-01 3.108160478317745401e+03 1.500000000000000000e+00
9.979999999999999982e-01 3.105257461912221970e+03 1.500000000000000000e+00
9.989999999999999991e-01 3.102350927314201726e+03 1.500000000000000000e+00
1.000000000000000000e+00 3.099440901937782655e+03 1.500000000000000000e+00
1.001000000000000112e+00 3.096527413120005349e+03 1.500000000000000000e+00
1.002000000000000002e+00 3.093610488120908940e+03 1.500000000000000000e+00
1.003000000000000114e+00 3.090690154123595221e+03 1.500000000000000000e+00
1.004000000000000004e+00 3.087766438234285943e+03 1.500000000000000000e+00
1.005000000000000115e+00 3.084839367482385114e+03 1.500000000000000000e+00
1.006000000000000005e+00 3.081908968820541304e+03 1.500000000000000000e+00
1.007000000000000117e+00 3.078975269124710849e+03 1.500000000000000000e+00
1.008000000000000007e+00 3.076038295194220154e+03 1.500000000000000000e+00
1.009000000000000119e+00 3.073098073751829816e+03 1.500000000000000000e+00
1.010000000000000009e+00 3.070154631443802373e+03 1.500000000000000000e+00
1.011000000000000121e+00 3.067207994839965977e+03 1.500000000000000000e+00
1.012000000000000011e+00 3.064258190433780328e+03 1.500000000000000000e+00
1.013000000000000123e+00 3.061305244642403977e+03 1.500000000000000000e+00
1.014000000000000012e+00 3.058349183806764813e+03 1.500000000000000000e+00
1.015000000000000124e+00 3.055390034191624181e+03 1.500000000000000000e+00
1.016000000000000014e+00 3.052427821985651008e+03 1.500000000000000000e+00
1.017000000000000126e+00 3.049462573301488192e+03 1.500000000000000000e+00
1.018000000000000016e+00 3.046494314175826275e+03 1.500000000000000000e+00
1.019000000000000128e+00 3.043523070569470292e+03 1.500000000000000000e+00
1.020000000000000018e+00 3.040548868367417526e+03 1.500000000000000000e+00
1.021000000000000130e+00 3.037571733378925728e+03 1.500000000000000000e+00
1.022000000000000020e+00 3.034591691337589964e+03 1.500000000000000000e+00
1.023000000000000131e+00 3.031608767901411284e+03 1.500000000000000000e+00
1.024000000000000021e+00 3.028622988652878576e+03 1.500000000000000000e+00
1.024999999999999911e+00 3.025634379099040416e+03 1.500000000000000000e+00
1.026000000000000023e+00 3.022642964671574646e+03 1.500000000000000000e+00
1.026999999999999913e+00 3.019648770726879775e+03 1.500000000000000000e+00
1.028000000000000025e+00 3.016651822546137282e+03 1.500000000000000000e+00
1.028999999999999915e+00 3.013652145335401201e+03 1.500000000000000000e+00
1.030000000000000027e+00 3.010649764225664512e+03 1.500000000000000000e+00
1.030999999999999917e+00 3.007644704272951003e+03 1.500000000000000000e+00
1.032000000000000028e+00 3.004636990458383934e+03 1.500000000000000000e+00
1.032999999999999918e+00 3.001626647688276080e+03 1.500000000000000000e+00
1.034000000000000030e+00 2.998613700794201577e+03 1.500000000000000000e+00
1.034999999999999920e+00 2.995598174533084148e+03 1.500000000000000000e+00
1.036000000000000032e+00 2.992580093587275314e+03 1.500000000000000000e+00
1.036999999999999922e+00 2.989559482564638984e+03 1.500000000000000000e+00
1.038000000000000034e+00 2.986536365998633300e+03 1.500000000000000000e+00
1.038999999999999924e+00 2.983510768348396141e+03 1.500000000000000000e+00
1.040000000000000036e+00 2.980482713998825602e+03 1.500000000000000000e+00
1.040999999999999925e+00 2.977452227260672771e+03 1.500000000000000000e+00
1.042000000000000037e+00 2.974419332370615848e+03 1.500000000000000000e+00
1.042999999999999927e+00 2.971384053491359282e+03 1.500000000000000000e+00
1.044000000000000039e+00 2.968346414711706984e+03 1.500000000000000000e+00
1.044999999999999929e+00 2.965306440046659191e+03 1.500000000000000000e+00
1.046000000000000041e+00 2.962264153437496134e+03 1.500000000000000000e+00
1.046999999999999931e+00 2.959219578751867175e+03 1.500000000000000000e+00
