# k power
8.183006815867389927e-02 1.442068466148514926e+04
8.277856966198472721e-02 1.427470820998049203e+04
8.373806535266489770e-02 1.412569692596812092e+04
8.470868266557401993e-02 1.397142193405990474e+04
8.569055051268346934e-02 1.380973828144593972e+04
8.668379930019773361e-02 1.363872924180955488e+04
8.768856094587426653e-02 1.345680239263411568e+04
8.870496889654402861e-02 1.326274205370642085e+04
8.973315814583519845e-02 1.305585110779776915e+04
9.077326525210223374e-02 1.283598429324242716e+04
9.182542835656282154e-02 1.260351342746196497e+04
9.288978720164497993e-02 1.235933455948747905e+04
9.396648314954690606e-02 1.210480152258852468e+04
9.505565920101191613e-02 1.184159314937946692e+04
9.615746001432096124e-02 1.157161841571004152e+04
9.727203192450536995e-02 1.129692673033698338e+04
9.839952296278225985e-02 1.101960426853864737e+04
9.954008287621518569e-02 1.074172483277944411e+04
1.006938631476027024e-01 1.046533230823452868e+04
1.018610170155975214e-01 1.019244083644077000e+04
1.030416994950587445e-01 9.925051239696196717e+03
1.042360673976401170e-01 9.665155783381873334e+03
1.054442793526168404e-01 9.414716559215621601e+03
1.066664958279538722e-01 9.175614942146576141e+03
1.079028791516183639e-01 8.949562457672498567e+03
1.091535935331391094e-01 8.737986242567674708e+03
1.104188050854160164e-01 8.541908525980295963e+03
1.116986818467822634e-01 8.361828850557512851e+03
1.129933938033221702e-01 8.197662832935704500e+03
1.143031129114478600e-01 8.048734108734349320e+03
1.156280131207375328e-01 7.913818520548965353e+03
1.169682703970384707e-01 7.791232926662714817e+03
1.183240627458378019e-01 7.678958422874485223e+03
1.196955702359042834e-01 7.574790070513474348e+03
1.210829750232039481e-01 7.476454907183248906e+03
1.224864613750930725e-01 7.381695418929004518e+03
1.239062156947915577e-01 7.288325050581626783e+03
1.253424265461399456e-01 7.194259452604771468e+03
1.267952846786433996e-01 7.097537410438772895e+03
1.282649830528059809e-01 6.996362900820030518e+03
1.297517168657586761e-01 6.889181119024077816e+03
1.312556835771842845e-01 6.774774579862296378e+03
1.327770829355429116e-01 6.652374989949393239e+03
1.343161170046015263e-01 6.521763451163762511e+03
1.358729901902709092e-01 6.383322613117721630e+03
1.374479092677536596e-01 6.238018537000753895e+03
1.390410834090069769e-01 6.087321470208274150e+03
1.406527242105236331e-01 5.933069056152713529e+03
1.422830457214351862e-01 5.777326135639823406e+03
1.439322644719406574e-01 5.622236758556676250e+03
1.456005995020648591e-01 5.469900794093604418e+03
1.472882723907501801e-01 5.322341497335683925e+03
1.489955072852853779e-01 5.181303552337560177e+03
1.507225309310755434e-01 5.048190116935998958e+03
1.524695727017572888e-01 4.924263432867744996e+03
1.542368646296627399e-01 4.810335566465140801e+03
1.560246414366368017e-01 4.706175619891122551e+03
1.578331405652116382e-01 4.611215515282146043e+03
1.596626022101425013e-01 4.524926039972114268e+03
1.615132693503091299e-01 4.445927013470207385e+03
1.633853877809862132e-01 4.372236087385452265e+03
1.652792061464895546e-01 4.301947165771072832e+03
1.671949759731990170e-01 4.233288117622387290e+03
1.691329517029648843e-01 4.164601597832853258e+03
1.710933907269015231e-01 4.094308985427619064e+03
1.730765534195725930e-01 4.021085548370137076e+03
1.750827031735725237e-01 3.944232044079612933e+03
1.771121064345088647e-01 3.863510175308109410e+03
1.791650327363901452e-01 3.778730146737018913e+03
1.812417547374237659e-01 3.690351504826448036e+03
1.833425482562290598e-01 3.599633789524142685e+03
1.854676923084699336e-01 3.507860566443133393e+03
1.876174691439121411e-01 3.416321570323963897e+03
1.897921642839101308e-01 3.326500554864285732e+03
1.919920665593284892e-01 3.239910714299950541e+03
1.942174681489026444e-01 3.157873938905121577e+03
1.964686646180446583e-01 3.080944956402342086e+03
1.987459549580983809e-01 3.009181268557261319e+03
2.010496416260499075e-01 2.942572678974521750e+03
2.033800305846981960e-01 2.880828520867692987e+03
2.057374313432913659e-01 2.823016310215369685e+03
2.081221569986339281e-01 2.768135321342849693e+03
2.105345242766706038e-01 2.715236991910762754e+03
2.129748535745520921e-01 2.663247958008993010e+03
2.154434690031884481e-01 2.611031576697633682e+03
2.179406984302955930e-01 2.557594907720257197e+03
2.204668735239409816e-01 2.502419160126354654e+03
2.230223297965938656e-01 2.445775316395146092e+03
2.256074066496861485e-01 2.387951520431446170e+03
2.282224474186898555e-01 2.329390696216063134e+03
2.308677994187169624e-01 2.270883552429952488e+03
2.335438139906479416e-01 2.213395992761199068e+03
2.362508465477947683e-01 2.157733470541924362e+03
2.389892566231050230e-01 2.104416669464483221e+03
2.417594079169130827e-01 2.053693557442974907e+03
2.445616683452446483e-01 2.005809686917039244e+03
2.473964100886814066e-01 1.960691875370426487e+03
2.502640096417919069e-01 1.917824232791125496e+03
2.531648478631355337e-01 1.876552333818443003e+03
2.560993100258459609e-01 1.836307159846513514e+03
2.590677858688008595e-01 1.796594048301358498e+03
2.620706696483852682e-01 1.756975719739043825e+03
2.651083601908538756e-01 1.717056820093850547e+03
2.681812609453015361e-01 1.676740548341183512e+03
2.712897800372467416e-01 1.636353058031353839e+03
2.744343303228365394e-01 1.596234513834390555e+03
2.776153294436801144e-01 1.556711805970249998e+03
2.808331998823172526e-01 1.518137662792911897e+03
2.840883690183304000e-01 1.480875943380050330e+03
2.873812691851066470e-01 1.445198806339367138e+03
2.907123377272578524e-01 1.411124265291244910e+03
2.940820170587063465e-01 1.378363801961802437e+03
2.974907547214440395e-01 1.346652718932816470e+03
3.009390034449720974e-01 1.315740318445712546e+03
3.044272212064302874e-01 1.285387381876259269e+03
3.079558712914226559e-01 1.255356715880682486e+03
3.115254223555488089e-01 1.225478598223488234e+03
3.151363484866479547e-01 1.195807447832916978e+03
3.187891292677645927e-01 1.166530368378661706e+03
3.224842498408442282e-01 1.137826696751836153e+03
3.262222009711669979e-01 1.109827038395630780e+03
3.300034791125285305e-01 1.082622986502090271e+03
3.338285864731760921e-01 1.056289030623335748e+03
3.376980310825091203e-01 1.030862751164087740e+03
3.416123268585528616e-01 1.006217880100346633e+03
3.455719936762139399e-01 9.821861249741748452e+02
3.495775574363275129e-01 9.586177225340234145e+02
3.536295501355042892e-01 9.354377704624109811e+02
3.577285099367873422e-01 9.126481086099506683e+02
3.618749812411280464e-01 8.902506646490659250e+02
3.660695147596902399e-01 8.682670247176923795e+02
3.703126675869927165e-01 8.467603499642667657e+02
3.746050032748993175e-01 8.258074353475672069e+02
3.789470919074667821e-01 8.054541924327079414e+02
3.833395101766601254e-01 7.856833529836218304e+02
3.877828414589457595e-01 7.664214852759183714e+02
3.922776758927719598e-01 7.476031013386240147e+02
3.968246104569481680e-01 7.291875354655858246e+02
4.014242490499321803e-01 7.111583283231443602e+02
4.060772025700365440e-01 6.935062145039676125e+02
4.107840889965646558e-01 6.762261089480730334e+02
4.155455334718875515e-01 6.593323660813570086e+02
4.203621683844713797e-01 6.428453821442800518e+02
4.252346334528682159e-01 6.267832732497879533e+02
4.301635758106794882e-01 6.111392154318444909e+02
4.351496500925050026e-01 5.958878725179507683e+02
4.401935185208874501e-01 5.810031349730373904e+02
4.452958509942655518e-01 5.664645289190627864e+02
4.504573251759458330e-01 5.522632296604587054e+02
4.556786265841064054e-01 5.383927724961647527e+02
4.609604486828433600e-01 5.248467226156263905e+02
4.663034929742731483e-01 5.116187397991764669e+02
4.717084690917017209e-01 4.987025462476622124e+02
4.771760948938745805e-01 4.860919402912309124e+02
4.827070965603182939e-01 4.737807943283642658e+02
4.883022086877880086e-01 4.617630566518498085e+02
4.939621743878320759e-01 4.500327525317422896e+02
4.996877453854883799e-01 4.385839851302913530e+02
5.054796821191240852e-01 4.274109363774521171e+02
5.113387538414325695e-01 4.165078677484243599e+02
5.172657387216018643e-01 4.058691210030345928e+02
5.232614239486661489e-01 3.954891181098913080e+02
5.293266058360561743e-01 3.853623643454002945e+02
5.354620899273607737e-01 3.754834407245562033e+02
5.416686911033151697e-01 3.658470221455465889e+02
5.479472336900287344e-01 3.564478232728736202e+02
5.542985515684668574e-01 3.472803879048432805e+02
5.607234882852032420e-01 3.383392345171316151e+02
5.672228971644543982e-01 3.296189928180275501e+02
5.737976414214134291e-01 3.211144234190921907e+02
5.804485942768977669e-01 3.128204031699140728e+02
5.871766390733255125e-01 3.047319271348977168e+02
5.939826693920355893e-01 2.968441046533267809e+02
6.008675891719686968e-01 2.891521570828281256e+02
6.078323128297229427e-01 2.816514153042590465e+02
6.148777653810023613e-01 2.743373172720553157e+02
6.220048825634711953e-01 2.672054056574366427e+02
6.292146109610343707e-01 2.602513255143714446e+02
6.365079081295571539e-01 2.534708220028905146e+02
6.438857427240419762e-01 2.468597382398918683e+02
6.513490946272803006e-01 2.404140127894439445e+02
6.588989550799949635e-01 2.341296786030970907e+02
6.665363268124913088e-01 2.280028583664535518e+02
6.742622241778342129e-01 2.220297671807442157e+02
6.820776732865685421e-01 2.162067339662195593e+02
6.899837121430018039e-01 2.105302071819790797e+02
6.979813907830659803e-01 2.049967176445946961e+02
7.060717714137773049e-01 1.996028692641116322e+02
7.142559285543126357e-01 1.943453405343302052e+02
7.225349491787214085e-01 1.892208819606200905e+02
7.309099328602910450e-01 1.842263150692473630e+02
7.393819919175865785e-01 1.793585309841697040e+02
7.479522515621821466e-01 1.746144891139076947e+02
7.566218500481054487e-01 1.699912158530308091e+02
7.653919388230148169e-01 1.654858032946752076e+02
7.742636826811269968e-01 1.610954079665088727e+02
7.832382599179196214e-01 1.568172495832115487e+02
7.923168624866253618e-01 1.526486098162598637e+02
8.015006961565405152e-01 1.485868310914512733e+02
8.107909806731686819e-01 1.446293153698480012e+02
8.201889499202202893e-01 1.407735230425957127e+02
8.296958520834906148e-01 1.370169716565329452e+02
8.393129498166364000e-01 1.333572322741732705e+02
8.490415204088747059e-01 1.297919214109094526e+02
8.588828559546249908e-01 1.263187083182182562e+02
8.688382635251183927e-01 1.229353166014539056e+02
8.789090653419954213e-01 1.196395229122109924e+02
8.890965989529158175e-01 1.164291558693077633e+02
8.994022174092044519e-01 1.133020949170258120e+02
9.098272894455557980e-01 1.102562692306263585e+02
9.203731996618220723e-01 1.072896566372480009e+02
9.310413487069075789e-01 1.044002825581505647e+02
9.418331534647951253e-01 1.015862189716930288e+02
9.527500472427290479e-01 9.884558339631864499e+01
9.637934799615786030e-01 9.617653789338319825e+01
9.749649183484085935e-01 9.357728808914401952e+01
9.862658461312820979e-01 9.104608221821870018e+01
9.976977642363201726e-01 8.858121017710782041e+01
1.009262190987048502e+00 8.618100262194099059e+01
1.020960662306047650e+00 8.384383002997952872e+01
1.032794731918952547e+00 8.156810191089046214e+01
1.044765971560805307e+00 7.935226656547729363e+01
1.056875971184805030e+00 7.719480984997136375e+01
1.069126339173477103e+00 7.509425396348572690e+01
1.081518702552289213e+00 7.304915655453136480e+01
1.094054707205743604e+00 7.105810996751158370e+01
1.106736018095974439e+00 6.911974045405578693e+01
1.119564319483879355e+00 6.723270741637958281e+01
1.132541315152812755e+00 6.539570266199726234e+01
1.145668728634872569e+00 6.360744967397611305e+01
1.158948303439811811e+00 6.186670289615340579e+01
1.172381803286599800e+00 6.017224703268789909e+01
1.185971012337670549e+00 5.852289636206065637e+01
1.199717735435885446e+00 5.691749406527337385e+01
1.213623798344241722e+00 5.535491156621340281e+01
1.227691047988360484e+00 5.383404789252773526e+01
1.241921352701784720e+00 5.235382902847631215e+01
1.256316602474121469e+00 5.091320732979959018e+01
1.270878709202059476e+00 4.951116087389160469e+01
1.285609606943296512e+00 4.814669247312988176e+01
1.300511252173409904e+00 4.681882896578860453e+01
1.315585624045705115e+00 4.552662117761340710e+01
1.330834724654076151e+00 4.426914353600459862e+01
1.346260579298911075e+00 4.304549345994029608e+01
1.361865236756082842e+00 4.185479084102673397e+01
1.377650769549054965e+00 4.069617750918530419e+01
1.393619274224143556e+00 3.956881671679099099e+01
1.409772871628967694e+00 3.847189263297968864e+01
1.426113707194129887e+00 3.740460984889493545e+01
1.442643951218158804e+00 3.636619289394671739e+01
1.459365799155757593e+00 3.535588576261029203e+01
1.476281471909391074e+00 3.437295145167487931e+01
1.493393216124253353e+00 3.341667150764254046e+01
1.510703304486655574e+00 3.248634558437575492e+01
1.528214036025870914e+00 3.158129100978401382e+01
1.545927736419478560e+00 3.070084236401860878e+01
1.563846758302247730e+00 2.984435106411321215e+01
1.581973481578601515e+00 2.901118491949702261e+01
1.600310313738701806e+00 2.820072760495297715e+01
1.618859690178199306e+00 2.741237841541931175e+01
1.637624074521689010e+00 2.664555195051817549e+01
1.656605958949915136e+00 2.589967773910570870e+01
1.675807864530768798e+00 2.517419987804707304e+01
1.695232341554121502e+00 2.446857667714184004e+01
1.714881969870540868e+00 2.378228031272397658e+01
1.734759359233932541e+00 2.311479648908754214e+01
1.754867149648152047e+00 2.246562410766811269e+01
1.775208011717636092e+00 2.183427494384148559e+01
1.795784647002096834e+00 2.122027333114859715e+01
1.816599788375328650e+00 2.062315585280570218e+01
1.837656200388172456e+00 2.004247104039190575e+01
1.858956679635688225e+00 1.947777907926417384e+01
1.880504055128583429e+00 1.892865152165887110e+01
1.902301188668945819e+00 1.839467100424635504e+01
1.924350975230332272e+00 1.787543097618664589e+01
1.946656343342263229e+00 1.737053542604675016e+01
1.969220255479173565e+00 1.687959855217564709e+01
1.992045708453871189e+00 1.640224454400527421e+01
2.015135733815558439e+00 1.593810737295437896e+01
2.038493398252464228e+00 1.548683055904906070e+01
2.062121803999144465e+00 1.504806692779658484e+01
2.086024089248504687e+00 1.462147837835418507e+01
2.110203428568596440e+00 1.420673565560012896e+01
2.134663033324245340e+00 1.380351812795385591e+01
2.159406152103567678e+00 1.341151357047450077e+01
2.184436071149428393e+00 1.303041795311268380e+01
2.209756114795903059e+00 1.265993523403799692e+01
2.235369645909796699e+00 1.229977715791158666e+01
2.261280066337279404e+00 1.194966305902383041e+01
2.287490817355704031e+00 1.160931966902752421e+01
2.314005380130653933e+00 1.127848092978575778e+01
2.340827276178294447e+00 1.095688780939311080e+01
2.367960067833078774e+00 1.064428812526156776e+01
2.395407358720879287e+00 1.034043636884248762e+01
2.423172794237600680e+00 1.004509350709036219e+01
2.451260062033339793e+00 9.758026807219424725e+00
2.479672892502160053e+00 9.479009708730222528e+00
2.508415059277541381e+00 9.207821681046716833e+00
2.537490379733571721e+00 8.944248064074040272e+00
2.566902715491951703e+00 8.688079918876487895e+00
2.596655972934872381e+00 8.439113880111348109e+00
2.626754103723838440e+00 8.197152012520399822e+00
2.657201105324506596e+00 7.962001670915911156e+00
2.688001021537607560e+00 7.733475363600176955e+00
2.719157943036019098e+00 7.511390619175239536e+00
2.750676007908067433e+00 7.295569856642283746e+00
2.782559402207125832e+00 7.085840258725081497e+00
2.814812360507581435e+00 6.882033648312607887e+00
2.847439166467247595e+00 6.683986368064528172e+00
2.880444153396297668e+00 6.491539162741929658e+00
2.913831704832788638e+00 6.304537065046996958e+00
2.947606255124858521e+00 6.122829283695147673e+00
2.981772290019673477e+00 5.946269083131445754e+00
3.016334347259197468e+00 5.774713635315189109e+00
3.051297017182871052e+00 5.608023955919526848e+00
3.086664943337274369e+00 5.446064827797400199e+00
3.122442823092857811e+00 5.288704700095711253e+00
3.158635408267818967e+00 5.135815592383669248e+00
3.195247505759213791e+00 4.987273000389487621e+00
3.232283978181380579e+00 4.842955804332138570e+00
3.269749744511767808e+00 4.702746179560128859e+00
3.307649780744242651e+00 4.566529509460886871e+00
3.345989120549974771e+00 4.434194300597488869e+00
3.384772855945982872e+00 4.305632100010295282e+00
3.424006137971425723e+00 4.180737414634499771e+00
3.463694177371734462e+00 4.059407632771773855e+00
3.503842245290675894e+00 3.941542947608704495e+00
3.544455673970435594e+00 3.827046282590603976e+00
3.585539857459817181e+00 3.715823218956609608e+00
3.627100252330648367e+00 3.607781924809891017e+00
3.669142378402494131e+00 3.502833086338676516e+00
3.711671819475766743e+00 3.400889850337221354e+00
3.754694224073336972e+00 3.301867754301666125e+00
3.798215306190736218e+00 3.205684656791768727e+00
3.842240846055060999e+00 3.112260673613043593e+00
3.886776690892667752e+00 3.021518118086981008e+00
3.931828755705770284e+00 2.933381442077716894e+00
3.977403024058036696e+00 2.847777178747367799e+00
4.023505548869293236e+00 2.764633886761516113e+00
4.070142453219438572e+00 2.683882095937281775e+00
4.117319931161679492e+00 2.605454254308394280e+00
4.165044248545185290e+00 2.529284676561017520e+00
4.213321743847289191e+00 2.455309493810383881e+00
4.262158829015325168e+00 2.383466604706361736e+00
4.311561990318228510e+00 2.313695627713770353e+00
4.361537789208005833e+00 2.245937854962366309e+00
4.412092863191189984e+00 2.180136206504913243e+00
4.463233926710397093e+00 2.116235187029769538e+00
4.514967772036102112e+00 2.054180843632726461e+00
4.567301270168746541e+00 1.993920703848042209e+00
4.620241371751313331e+00 1.935403728190340011e+00
4.673795107992464004e+00 1.878580291946061465e+00
4.727969591600390764e+00 1.823402160049743204e+00
4.782772017727485725e+00 1.769822445435106140e+00
4.838209664925956943e+00 1.717795573208970916e+00
4.894289896114531579e+00 1.667277244474109743e+00
4.951020159556350997e+00 1.618224401359628084e+00
5.008407989848212338e+00 1.570595192989024946e+00
5.066461008921268494e+00 1.524348942332618639e+00
5.125186927053333008e+00 1.479446113963515330e+00
5.184593543892913381e+00 1.435848282672828935e+00
5.244688749495119318e+00 1.393518102924391044e+00
5.305480525369573819e+00 1.352419279152122789e+00
5.366976945540476329e+00 1.312516536778182585e+00
5.429186177618943177e+00 1.273775594213488294e+00
5.492116483887789613e+00 1.236163135249809919e+00
5.555776222398877806e+00 1.199646782309728321e+00
5.620173848083187984e+00 1.164195078185839671e+00
5.685317913873753071e+00 1.129777491077705198e+00
5.751217071841614015e+00 1.096364365477940916e+00
5.817880074344935259e+00 1.063926876861606141e+00
5.885315775191449994e+00 1.032437010666011012e+00
5.953533130814370189e+00 1.001867539585806322e+00
6.022541201461927507e+00 9.721920021703664982e-01
6.092349152400711176e+00 9.433846818422232383e-01
6.162966255132942273e+00 9.154205864786113533e-01
6.234401888627863819e+00 8.882754285434337760e-01
6.306665540567405692e+00 8.619256057414317329e-01
6.379766808606282424e+00 8.363481821871732169e-01
6.453715401646701544e+00 8.115208700608445014e-01
6.528521141127847649e+00 7.874220118292454274e-01
6.604193962330305645e+00 7.640305626576094911e-01
6.680743915695614987e+00 7.413260740729047393e-01
6.758181168161110364e+00 7.192886765186297104e-01
6.836516004510238886e+00 6.978990635199631143e-01
6.915758828738525210e+00 6.771384784363509990e-01
6.995920165435374649e+00 6.569886164947073004e-01
7.077010661181889262e+00 6.374316407023041808e-01
7.159041085964887863e+00 6.184502209038026388e-01
7.242022334607315592e+00 6.000275366801430810e-01
7.325965428215230446e+00 5.821472571565945442e-01
7.410881515641570161e+00 5.647935279750719850e-01
7.496781874966877091e+00 5.479509571711258520e-01
7.583677914997190683e+00 5.316046016116140471e-01
7.671581176779302069e+00 5.157399539098013186e-01
7.760503335133570602e+00 5.003429296630453882e-01
7.850456200204509294e+00 4.853998550963913861e-01
7.941451719029339884e+00 4.708974550825181238e-01
8.033501977124734239e+00 4.568228413686473144e-01
8.126619200091946382e+00 4.431635017303646729e-01
8.220815755240540312e+00 4.299072877457293385e-01
8.316104153230961415e+00 4.170424065755269916e-01
8.412497049736117560e+00 4.045574090408853296e-01
8.510007247122246099e+00 3.924411695360522367e-01
8.608647696149244410e+00 3.806829919197508572e-01
8.708431497690723333e+00 3.692726418789497589e-01
8.809371904473991322e+00 3.582002290081412466e-01
8.911482322840202031e+00 3.474561077503209860e-01
9.014776314524917566e+00 3.370308938438673629e-01
9.119267598459298796e+00 3.269154522863694234e-01
9.224970052592174952e+00 3.171008924887351310e-01
9.331897715733239451e+00 3.075785625833727388e-01
9.440064789417602853e+00 2.983400436217952811e-01
9.549485639791965852e+00 2.893771440951033447e-01
9.660174799522645017e+00 2.806818944542347483e-01
9.772146969725724830e+00 2.722465417631834694e-01
9.885417021919574054e+00 2.640635444591236114e-01
1.000000000000000000e+01 2.561255671504696352e-01
