# effective area (deg^2), effective volume (Mpc/h)^3: 2860.4406814189183 99740127.64438488
# zcen,zlow,zhigh,nbar,wfkp,shell_vol,total weighted gals
0.005 0.0 0.01 0.00013462213635665303 0.5976890894834057 7771.038808820277 1.046153846153846
0.015 0.01 0.02 5.734320486636772e-05 0.7771722595273317 53961.10882237131 3.0943029180176005
0.025 0.02 0.03 1.4465477743342273e-05 0.9325510198865034 145143.2947337963 2.099567099567098
0.035 0.03 0.04 7.5926458890576845e-06 0.9634252655890547 280014.4312316834 2.126050420168067
0.045 0.04 0.05 1.1398305002339887e-05 0.9460813794026697 457276.5502223388 5.212177589852011
0.055 0.05 0.06 1.6087851567054797e-06 0.9920202626316358 675638.0845563198 1.086956521739129
0.065 0.06 0.07 2.2286978947610825e-06 0.9889793193648466 933815.028800999 2.081191588785046
0.075 0.07 0.08 8.5878994717511e-07 0.9957244094351012 1230532.055513788 1.0567685589519655
0.085 0.08 0.09 0.0 1.0 1564523.5856888343 0.0
0.095 0.09 0.1 1.628887433359374e-06 0.9919213588186973 1934534.812263919 3.1511394450929338
0.105 0.1 0.11 1.323228839710038e-06 0.9934273414581307 2339322.6757828416 3.0954592299835113
0.115 0.11 0.12 7.480283386345871e-07 0.9962737948420956 2777656.7915112777 2.0777659950512586
0.125 0.12 0.13 1.2620550271547487e-06 0.9937292947397139 3248320.3274988565 4.099558999128892
0.135 0.13 0.14 8.553035192300687e-07 0.9957416931281171 3750110.8332684077 3.2074829931972744
0.145 0.14 0.15 1.7088350422422166e-06 0.9915282092532817 4281841.018992796 7.316959978565009
0.155 0.15 0.16 1.90958257874958e-06 0.9905423875659551 4842339.485189906 9.246847121309855
0.165 0.16 0.17 1.1342232119913205e-06 0.9943608641340174 5430451.403128225 6.1593440330188685
0.175 0.17 0.18 1.7257732243891849e-06 0.9914449542227332 6045039.1462878315 10.432366699047996
0.185 0.18 0.19 7.97330611104199e-07 0.9960291772371793 6684982.873362728 5.330141479639408
0.195 0.19 0.2 2.2824325587918175e-06 0.9887166051449947 7349180.700291237 16.774009310789168
0.205 0.2 0.21 2.593597033739301e-06 0.987198030580861 8036550.80694671 20.843574334392173
0.215 0.21 0.22 2.8813842952254805e-06 0.9857976900875608 8746028.947066909 25.200670453666035
0.225 0.22 0.23 3.7451884143556376e-06 0.9816182730816736 9476571.527588105 35.49154589293548
0.235 0.23 0.24 3.1806213431479132e-06 0.9843458430133638 10227154.72286839 32.528706591231185
0.245 0.24 0.25 4.3864478611222335e-06 0.9785384603185493 10996775.013588952 48.236780237599675
0.255 0.25 0.26 4.740824294069799e-06 0.9768447533098696 11784449.453785706 55.86800426274485
0.265 0.26 0.27 2.5643423040458887e-06 0.9873406036083249 12589215.89724846 32.283058900081244
0.275 0.27 0.28 1.8770366693115922e-06 0.9907020793435447 13410133.184612358 25.171311727869636
0.285 0.28 0.29 2.132179044705618e-06 0.9894515605838591 14246281.292520178 30.375622436893195
0.295 0.29 0.3 1.6580653935598778e-06 0.991777837448138 15096761.446278395 25.031417708903177
0.305 0.3 0.31 1.831650305968701e-06 0.9909248608769141 15960696.197446493 29.234414073526352
0.315 0.31 0.32 2.20487796681302e-06 0.9890958220742088 16837229.46783926 37.124036275813694
0.325 0.32 0.33 2.05828028388472e-06 0.9898134326344217 17725526.561430708 36.484101842867744
0.335 0.33 0.34 2.1504723692936244e-06 0.9893620215471716 18624774.14565811 40.05206218457204
0.345 0.34 0.35 3.697405400614563e-06 0.9818485395366582 19534180.203627273 72.22578338146957
0.355 0.35 0.36 3.4269999144664795e-06 0.9831536624149823 20452973.958732694 70.09234000716208
0.365 0.36 0.37 3.342753454747512e-06 0.9835609905051698 21380405.773169756 71.46942526216685
0.375 0.37 0.38 4.385171116593797e-06 0.9785445730106701 22315747.021839727 97.8583692853856
0.385 0.38 0.39 5.869739180092305e-06 0.9714880914335955 23258289.943103813 136.52009574098327
